EmployeeNumber,Age,Tenure,Turnover,HourlyRate ,HoursWeekly,CompensationType,AnnualSalary,DrivingCommuterDistance,JobRoleArea,Gender,MaritalStatus,NumCompaniesPreviouslyWorked,AnnualProfessionalDevHrs,PaycheckMethod,TextMessageOptIn,HourlyRate _orig
2142.0,54.0,5.0,No,71.89,40.0,Salary,149531.2,158.0,Sales,Male,Single,6.0,25.0,Mailed Check,Yes,$71.89 
2143.0,35.0,5.0,Yes,24.35,40.0,Salary,50648.0,79.0,Human Resources,Male,Divorced,3.0,24.0,Mailed Check,Yes,$24.35 
2144.0,59.0,5.0,Yes,59.31,40.0,Salary,123364.8,83.0,Sales,Male,Married,9.0,10.0,Direct Deposit,Yes,$59.31 
2145.0,42.0,3.0,No,34.88,40.0,Salary,72550.4,40.0,Human Resources,Female,Single,2.0,18.0,Mailed Check,Yes,$34.88 
2146.0,52.0,16.0,No,55.85,40.0,Salary,116168.0,67.0,Information Technology,Female,Single,2.0,15.0,Mailed Check,Yes,$55.85 
2147.0,52.0,12.0,No,39.76,40.0,Salary,82700.8,82.0,Marketing,Male,Single,1.0,5.0,Direct Deposit,Yes,$39.76 
2148.0,38.0,2.0,No,30.92,40.0,Salary,64313.6,52.0,Research,Male,Divorced,4.0,25.0,Mailed Check,Yes,$30.92 
2149.0,47.0,6.0,No,43.21,40.0,Salary,89876.8,158.0,Research,Male,Married,2.0,12.0,Mailed Check,Yes,$43.21 
2150.0,30.0,7.0,No,24.42,40.0,Salary,50793.6,29.0,Sales,Male,Married,1.0,11.0,Mailed Check,Yes,$24.42 
2151.0,34.0,1.0,Yes,24.47,40.0,Salary,50897.6,17.0,Information Technology,Male,Married,1.0,11.0,Direct Deposit,Yes,$24.47 
2152.0,23.0,1.0,Yes,22.41,40.0,Salary,46612.8,52.0,Sales,Female,Single,3.0,24.0,Mailed Check,Yes,$22.41 
2153.0,36.0,4.0,No,88.67,40.0,Salary,284433.6,64.0,Information Technology,Female,Single,2.0,7.0,Mailed Check,Yes,$88.67 
2154.0,43.0,3.0,No,75.92,40.0,Salary,157913.6,75.0,Manufacturing,Male,Married,6.0,9.0,Mailed Check,Yes,$75.92 
2155.0,44.0,8.0,No,66.27,40.0,Salary,137841.6,53.0,Research,Female,Divorced,3.0,13.0,Direct Deposit,Yes,$66.27 
2156.0,38.0,6.0,No,67.47,40.0,Salary,140337.6,43.0,Research,Female,Married,2.0,15.0,Mailed Check,Yes,$67.47 
2157.0,58.0,14.0,No,32.12,40.0,Salary,66809.6,25.0,Research,Female,Single,3.0,15.0,Mailed Check,Yes,$32.12 
2158.0,51.0,7.0,Yes,70.28,40.0,Salary,145974.4,-2.0,Research,Female,Single,8.0,22.0,Mailed Check,Yes,$70.28 
2159.0,30.0,5.0,Yes,27.11,40.0,Salary,56388.8,76.0,Sales,Female,Single,2.0,15.0,Direct Deposit,Yes,$27.11 
2160.0,53.0,10.0,No,33.97,40.0,Salary,41537.6,27.0,Research,Female,Married,6.0,8.0,Mailed Check,Yes,$33.97 
2161.0,39.0,5.0,No,86.01,40.0,Salary,178900.8,56.0,Information Technology,Female,Married,4.0,10.0,Mailed Check,Yes,$86.01 
2162.0,52.0,14.0,No,34.17,40.0,Salary,71073.6,36.0,Research,Male,Married,3.0,8.0,Mailed Check,Yes,$34.17 
2163.0,42.0,8.0,Yes,54.16,40.0,Salary,112652.8,48.0,Marketing,Female,Single,2.0,15.0,Mailed Check,Yes,$54.16 
2164.0,30.0,8.0,Yes,28.83,40.0,Salary,59966.4,33.0,Manufacturing,Female,Married,2.0,24.0,Direct Deposit,Yes,$28.83 
2165.0,56.0,18.0,No,55.97,40.0,Salary,116417.6,8.0,Manufacturing,Male,Single,4.0,14.0,Mailed Check,Yes,$55.97 
2166.0,25.0,3.0,No,21.56,40.0,Salary,44844.8,22.0,Manufacturing,Female,Single,3.0,22.0,Mailed Check,Yes,$21.56 
2167.0,35.0,6.0,Yes,28.29,40.0,Salary,38043.2,60.0,Marketing,Female,Divorced,6.0,18.0,Mailed Check,Yes,$28.29 
2168.0,51.0,12.0,No,42.2,40.0,Salary,87776.0,78.0,Information Technology,Female,Divorced,4.0,25.0,Mailed Check,Yes,$42.20 
2169.0,42.0,3.0,No,90.52,40.0,Salary,288281.6,35.0,Human Resources,Female,Single,3.0,9.0,Mailed Check,Yes,$90.52 
2170.0,35.0,5.0,Yes,27.64,40.0,Salary,57491.2,37.0,Human Resources,Male,Single,1.0,10.0,Mailed Check,Yes,$27.64 
2171.0,49.0,18.0,No,69.84,40.0,Salary,145267.2,51.0,Healthcare,Male,Divorced,5.0,6.0,Direct Deposit,Yes,$69.84 
2172.0,38.0,10.0,Yes,31.28,40.0,Salary,64854.4,32.0,Research,Female,Single,4.0,5.0,Mailed Check,Yes,$31.28 
2173.0,39.0,4.0,Yes,65.34,40.0,Salary,135907.2,64.0,Human Resources,Female,Divorced,5.0,14.0,Direct Deposit,Yes,$65.34 
2174.0,33.0,3.0,Yes,23.59,40.0,Salary,49067.2,46.0,Sales,Male,Divorced,3.0,10.0,Mailed Check,Yes,$23.59 
2175.0,31.0,6.0,Yes,25.35,40.0,Salary,52728.0,83.0,Information Technology,Female,Single,3.0,23.0,Mailed Check,Yes,$25.35 
2176.0,61.0,9.0,No,84.96,40.0,Salary,176716.8,62.0,Marketing,Female,Single,7.0,15.0,Mailed Check,Yes,$84.96 
2177.0,38.0,1.0,Yes,85.76,40.0,Salary,178380.8,16.0,Human Resources,Female,Divorced,6.0,12.0,Direct Deposit,Yes,$85.76 
2178.0,58.0,12.0,No,52.98,40.0,Salary,110338.4,69.0,Healthcare,Female,Single,6.0,18.0,Mailed Check,Yes,$52.98 
2179.0,52.0,10.0,No,62.17,40.0,Salary,129313.6,33.0,Research,Female,Single,4.0,15.0,Direct Deposit,Yes,$62.17 
2180.0,36.0,7.0,No,94.06,40.0,Salary,289133.0,13.0,Marketing,Male,Divorced,2.0,7.0,Direct Deposit,Yes,$94.06 
2181.0,47.0,7.0,Yes,31.28,40.0,Salary,64854.4,60.0,Manufacturing,Male,Married,6.0,18.0,Mailed Check,Yes,$31.28 
2182.0,44.0,7.0,Yes,84.9,40.0,Salary,176592.0,80.0,Human Resources,Male,Divorced,4.0,7.0,Mailed Check,Yes,$84.90 
2183.0,60.0,19.0,No,82.25,40.0,Salary,171080.0,30.0,Healthcare,Male,Divorced,1.0,15.0,Mailed Check,Yes,$82.25 
2184.0,47.0,11.0,Yes,34.84,40.0,Salary,72467.2,5.0,Laboratory,Male,Married,8.0,9.0,Mailed Check,Yes,$34.84 
2185.0,53.0,11.0,No,83.41,40.0,Salary,173492.8,158.0,Sales,Male,Married,8.0,25.0,Mailed Check,Yes,$83.41 
2186.0,21.0,1.0,Yes,22.43,40.0,Salary,46654.4,-9.0,Research,Male,Married,1.0,15.0,Direct Deposit,Yes,$22.43 
2187.0,38.0,5.0,No,27.1,40.0,Salary,56368.0,22.0,Research,Male,Married,4.0,17.0,Mailed Check,Yes,$27.10 
2188.0,59.0,8.0,No,67.01,40.0,Salary,139380.8,33.0,Information Technology,Female,Divorced,5.0,17.0,Direct Deposit,Yes,$67.01 
2189.0,54.0,14.0,No,92.2,40.0,Salary,289133.0,12.0,Information Technology,Female,Divorced,6.0,10.0,Mailed Check,Yes,$92.20 
2190.0,51.0,19.0,Yes,78.91,40.0,Salary,164132.8,11.0,Manufacturing,Male,Single,8.0,16.0,Mailed Check,Yes,$78.91 
2191.0,49.0,12.0,Yes,94.58,40.0,Salary,289133.0,66.0,Information Technology,Male,Married,7.0,8.0,Direct Deposit,Yes,$94.58 
2192.0,43.0,9.0,Yes,34.8,40.0,Salary,72384.0,78.0,Marketing,Male,Single,2.0,18.0,Direct Deposit,Yes,$34.80 
2193.0,61.0,13.0,No,60.76,40.0,Salary,126380.8,76.0,Research,Female,Divorced,8.0,15.0,Direct Deposit,Yes,$60.76 
2194.0,39.0,4.0,No,63.28,40.0,Salary,131622.4,25.0,Research,Male,Married,4.0,25.0,Mailed Check,Yes,$63.28 
2195.0,43.0,2.0,No,41.2,40.0,Salary,85696.0,58.0,Research,Male,Single,6.0,15.0,Mailed Check,Yes,$41.20 
2196.0,38.0,3.0,Yes,59.62,40.0,Salary,124009.6,17.0,Laboratory,Male,Single,6.0,13.0,Mailed Check,Yes,$59.62 
2197.0,24.0,1.0,No,21.35,40.0,Salary,44408.0,13.0,Healthcare,Male,Married,3.0,9.0,Mailed Check,Yes,$21.35 
2198.0,52.0,7.0,Yes,40.16,40.0,Salary,83532.8,41.0,Healthcare,Female,Divorced,1.0,15.0,Mailed Check,Yes,$40.16 
2199.0,52.0,17.0,No,33.53,40.0,Salary,69742.4,38.0,Marketing,Female,Divorced,2.0,23.0,Mailed Check,Yes,$33.53 
2200.0,55.0,20.0,Yes,51.22,40.0,Salary,106537.6,64.0,Manufacturing,Male,Divorced,1.0,19.0,Mailed Check,Yes,$51.22 
2201.0,48.0,14.0,No,63.34,40.0,Salary,131747.2,-1.0,Human Resources,Female,Married,5.0,18.0,Mailed Check,Yes,$63.34 
2202.0,49.0,18.0,Yes,38.35,40.0,Salary,79768.0,-3.0,Marketing,Female,Divorced,6.0,10.0,Mailed Check,Yes,$38.35 
2203.0,22.0,1.0,Yes,20.81,40.0,Salary,2284.8,22.0,Research,Female,Married,3.0,5.0,Direct Deposit,Yes,$20.81 
2204.0,52.0,12.0,No,79.08,40.0,Salary,164486.4,158.0,Information Technology,Female,Married,6.0,20.0,Mailed Check,Yes,$79.08 
2205.0,36.0,8.0,No,38.4,40.0,Salary,79872.0,9.0,Manufacturing,Male,Single,5.0,15.0,Mailed Check,Yes,$38.40 
2206.0,42.0,8.0,Yes,38.65,40.0,Salary,80392.0,57.0,Sales,Male,Single,3.0,15.0,Mailed Check,Yes,$38.65 
2207.0,38.0,10.0,Yes,55.43,40.0,Salary,115294.4,85.0,Laboratory,Male,Single,2.0,12.0,Mailed Check,Yes,$55.43 
2208.0,24.0,1.0,No,20.08,40.0,Salary,41766.4,5.0,Research,Male,Single,1.0,19.0,Mailed Check,Yes,$20.08 
2209.0,52.0,9.0,No,42.5,40.0,Salary,88400.0,61.0,Sales,Male,Married,7.0,14.0,Direct Deposit,Yes,$42.50 
2210.0,49.0,13.0,Yes,42.9,40.0,Salary,89232.0,17.0,Sales,Male,Divorced,3.0,21.0,Mailed Check,Yes,$42.90 
2211.0,30.0,7.0,No,24.73,40.0,Salary,51438.4,51.0,Manufacturing,Female,Divorced,2.0,5.0,Mailed Check,Yes,$24.73 
2212.0,46.0,9.0,No,51.54,40.0,Salary,107203.2,26.0,Manufacturing,Female,Single,1.0,6.0,Mailed Check,Yes,$51.54 
2213.0,32.0,9.0,Yes,27.77,40.0,Salary,57761.6,41.0,Marketing,Male,Single,2.0,12.0,Mailed Check,Yes,$27.77 
2214.0,61.0,16.0,No,91.91,40.0,Salary,289133.0,53.0,Laboratory,Female,Married,9.0,21.0,Mailed Check,Yes,$91.91 
2215.0,59.0,8.0,Yes,43.09,40.0,Salary,89627.2,0.0,Information Technology,Female,Single,3.0,19.0,Mailed Check,Yes,$43.09 
2216.0,49.0,14.0,Yes,33.2,40.0,Salary,69056.0,-5.0,Sales,Female,Single,5.0,15.0,Direct Deposit,Yes,$33.20 
2217.0,57.0,18.0,No,70.39,40.0,Salary,146411.2,37.0,Research,Female,Divorced,4.0,25.0,Mailed Check,Yes,$70.39 
2218.0,37.0,5.0,Yes,31.44,40.0,Salary,65395.2,36.0,Marketing,Male,Single,6.0,23.0,Mailed Check,Yes,$31.44 
2219.0,33.0,7.0,Yes,22.97,40.0,Salary,47777.6,12.0,Research,Female,Single,2.0,23.0,Mailed Check,Yes,$22.97 
2220.0,61.0,16.0,No,76.08,40.0,Salary,158246.4,40.0,Sales,Female,Divorced,6.0,7.0,Mailed Check,Yes,$76.08 
2221.0,23.0,1.0,No,17.79,40.0,Salary,37003.2,60.0,Manufacturing,Male,Married,2.0,21.0,Mailed Check,Yes,$17.79 
2222.0,37.0,5.0,No,40.1,40.0,Salary,83408.0,-3.0,Healthcare,Male,Married,3.0,15.0,Mailed Check,Yes,$40.10 
2223.0,36.0,8.0,Yes,35.55,40.0,Salary,73944.0,76.0,Information Technology,Female,Married,5.0,16.0,Mailed Check,Yes,$35.55 
2224.0,44.0,8.0,No,97.13,40.0,Salary,202030.4,86.0,Research,Female,Single,5.0,13.0,Mailed Check,Yes,$97.13 
2225.0,38.0,10.0,No,29.87,40.0,Salary,62129.6,36.0,Information Technology,Male,Married,2.0,25.0,Mailed Check,Yes,$29.87 
2226.0,49.0,20.0,Yes,82.85,40.0,Salary,172328.0,-2.0,Marketing,Female,Divorced,6.0,16.0,Mailed Check,Yes,$82.85 
2227.0,43.0,5.0,No,94.32,40.0,Salary,289133.0,70.0,Marketing,Female,Divorced,7.0,23.0,Mailed Check,Yes,$94.32 
2228.0,57.0,11.0,Yes,62.8,40.0,Salary,130624.0,57.0,Human Resources,Male,Single,8.0,25.0,Direct Deposit,Yes,$62.80 
2229.0,53.0,19.0,Yes,92.53,40.0,Salary,289133.0,34.0,Healthcare,Female,Single,1.0,6.0,Mailed Check,Yes,$92.53 
2230.0,37.0,8.0,No,63.83,40.0,Salary,132766.4,37.0,Healthcare,Male,Married,6.0,15.0,Mailed Check,Yes,$63.83 
2231.0,41.0,7.0,No,92.3,40.0,Salary,289133.0,0.0,Research,Male,Married,5.0,17.0,Mailed Check,Yes,$92.30 
2232.0,42.0,3.0,No,50.92,40.0,Salary,105913.6,9.0,Sales,Female,Divorced,1.0,19.0,Mailed Check,Yes,$50.92 
2233.0,59.0,14.0,Yes,61.24,40.0,Salary,127379.2,89.0,Marketing,Female,Divorced,1.0,11.0,Direct Deposit,Yes,$61.24 
2234.0,54.0,7.0,Yes,33.05,40.0,Salary,39624.0,-7.0,Sales,Female,Single,3.0,12.0,Mailed Check,Yes,$33.05 
2235.0,36.0,3.0,No,97.65,40.0,Salary,203112.0,61.0,Laboratory,Male,Single,4.0,15.0,Direct Deposit,No,$97.65 
2236.0,36.0,9.0,No,26.65,40.0,Salary,55432.0,15.0,Sales,Male,Divorced,2.0,15.0,Mailed Check,Yes,$26.65 
2237.0,59.0,11.0,Yes,54.04,40.0,Salary,112403.2,-11.0,Sales,Female,Married,4.0,15.0,Mailed Check,Yes,$54.04 
2238.0,60.0,12.0,Yes,41.06,40.0,Salary,85404.8,69.0,Healthcare,Female,Single,3.0,18.0,Mailed Check,Yes,$41.06 
2239.0,49.0,6.0,No,68.75,40.0,Salary,143000.0,158.0,Laboratory,Female,Married,3.0,22.0,Mailed Check,Yes,$68.75 
2240.0,25.0,3.0,No,20.03,40.0,Salary,41662.4,51.0,Manufacturing,Female,Single,2.0,5.0,Mailed Check,Yes,$20.03 
2241.0,54.0,12.0,Yes,55.72,40.0,Salary,115897.6,35.0,Human Resources,Female,Single,8.0,14.0,Mailed Check,Yes,$55.72 
2242.0,21.0,1.0,Yes,21.72,40.0,Salary,45177.6,5.0,Marketing,Female,Married,2.0,15.0,Mailed Check,Yes,$21.72 
2243.0,47.0,20.0,No,96.83,40.0,Salary,201406.4,158.0,Manufacturing,Male,Divorced,8.0,11.0,Mailed Check,Yes,$96.83 
2244.0,58.0,16.0,No,88.33,40.0,Salary,283726.4,6.0,Research,Male,Single,6.0,21.0,Mailed Check,Yes,$88.33 
2245.0,45.0,19.0,No,56.11,40.0,Salary,116708.8,34.0,Marketing,Male,Married,4.0,12.0,Direct Deposit,Yes,$56.11 
2246.0,34.0,9.0,No,29.38,40.0,Salary,63931.2,62.0,Information Technology,Male,Married,5.0,9.0,Mailed Check,Yes,$29.38 
2247.0,42.0,7.0,No,96.78,40.0,Salary,201302.4,25.0,Manufacturing,Female,Divorced,8.0,8.0,Mailed Check,Yes,$96.78 
2248.0,56.0,14.0,Yes,82.23,40.0,Salary,171038.4,67.0,Sales,Female,Married,4.0,15.0,Mailed Check,Yes,$82.23 
2249.0,41.0,7.0,Yes,49.03,40.0,Salary,103382.4,-1.0,Marketing,Female,Married,4.0,5.0,Direct Deposit,Yes,$49.03 
2250.0,60.0,13.0,Yes,54.83,40.0,Salary,114046.4,25.0,Research,Female,Married,4.0,12.0,Mailed Check,Yes,$54.83 
2251.0,43.0,9.0,Yes,35.38,40.0,Salary,73590.4,63.0,Marketing,Male,Divorced,2.0,12.0,Direct Deposit,Yes,$35.38 
2252.0,42.0,3.0,No,77.91,40.0,Salary,162052.8,32.0,Manufacturing,Female,Divorced,6.0,22.0,Mailed Check,Yes,$77.91 
2253.0,44.0,10.0,No,87.57,40.0,Salary,282145.6,86.0,Research,Female,Single,6.0,10.0,Direct Deposit,Yes,$87.57 
2254.0,59.0,14.0,Yes,52.73,40.0,Salary,109678.4,64.0,Laboratory,Male,Single,7.0,15.0,Mailed Check,Yes,$52.73 
2255.0,59.0,5.0,No,47.11,40.0,Salary,97988.8,55.0,Research,Male,Married,5.0,11.0,Mailed Check,Yes,$47.11 
2256.0,54.0,5.0,No,52.49,40.0,Salary,109179.2,1.0,Manufacturing,Female,Divorced,5.0,14.0,Direct Deposit,Yes,$52.49 
2257.0,42.0,1.0,No,74.33,40.0,Salary,154606.4,34.0,Manufacturing,Male,Married,4.0,11.0,Mailed Check,Yes,$74.33 
2258.0,42.0,4.0,Yes,96.35,40.0,Salary,200408.0,38.0,Sales,Female,Married,4.0,19.0,Mailed Check,Yes,$96.35 
2259.0,44.0,10.0,No,80.15,40.0,Salary,166712.0,54.0,Human Resources,Female,Divorced,7.0,5.0,Mailed Check,Yes,$80.15 
2260.0,60.0,19.0,Yes,93.32,40.0,Salary,289133.0,41.0,Human Resources,Female,Married,9.0,13.0,Direct Deposit,Yes,$93.32 
2261.0,39.0,3.0,Yes,26.01,40.0,Salary,54100.8,13.0,Research,Female,Married,3.0,15.0,Mailed Check,Yes,$26.01 
2262.0,43.0,4.0,Yes,59.96,40.0,Salary,124716.8,60.0,Marketing,Male,Married,9.0,15.0,Mailed Check,Yes,$59.96 
2263.0,56.0,10.0,No,89.53,40.0,Salary,286222.4,55.0,Research,Female,Single,4.0,15.0,Direct Deposit,Yes,$89.53 
2264.0,36.0,2.0,Yes,56.93,40.0,Salary,128414.4,36.0,Marketing,Female,Single,1.0,14.0,Mailed Check,Yes,$56.93 
2265.0,57.0,15.0,No,90.88,40.0,Salary,289030.4,-3.0,Research,Male,Divorced,7.0,15.0,Mailed Check,Yes,$90.88 
2266.0,47.0,14.0,Yes,57.69,40.0,Salary,133995.2,-8.0,Sales,Male,Divorced,4.0,15.0,Mailed Check,Yes,$57.69 
2267.0,41.0,7.0,Yes,64.81,40.0,Salary,134804.8,43.0,Human Resources,Female,Divorced,3.0,18.0,Mailed Check,Yes,$64.81 
2268.0,41.0,9.0,Yes,64.38,40.0,Salary,133910.4,39.0,Information Technology,Female,Single,4.0,13.0,Mailed Check,Yes,$64.38 
2269.0,43.0,2.0,No,70.5,40.0,Salary,146640.0,25.0,Sales,Female,Married,4.0,14.0,Direct Deposit,Yes,$70.50 
2270.0,52.0,16.0,Yes,70.79,40.0,Salary,147243.2,76.0,Information Technology,Female,Divorced,3.0,6.0,Mailed Check,Yes,$70.79 
2271.0,49.0,18.0,No,45.63,40.0,Salary,94910.4,-13.0,Laboratory,Female,Divorced,6.0,19.0,Mailed Check,Yes,$45.63 
2272.0,61.0,10.0,No,93.07,40.0,Salary,289133.0,36.0,Research,Female,Married,4.0,16.0,Mailed Check,Yes,$93.07 
2273.0,43.0,2.0,No,44.44,40.0,Salary,92435.2,67.0,Sales,Male,Single,9.0,8.0,Mailed Check,Yes,$44.44 
2274.0,29.0,1.0,No,25.33,40.0,Salary,52395.2,-7.0,Sales,Female,Married,2.0,24.0,Direct Deposit,Yes,$25.33 
2275.0,58.0,20.0,No,52.99,40.0,Salary,110233.2,47.0,Sales,Male,Married,3.0,15.0,Direct Deposit,Yes,$52.99 
2276.0,31.0,9.0,Yes,27.83,40.0,Salary,57886.4,47.0,Marketing,Female,Divorced,1.0,15.0,Mailed Check,Yes,$27.83 
2277.0,39.0,7.0,Yes,80.5,40.0,Salary,167440.0,158.0,Human Resources,Female,Single,2.0,25.0,Mailed Check,Yes,$80.50 
2278.0,57.0,10.0,No,40.83,40.0,Salary,84926.4,20.0,Human Resources,Female,Single,2.0,19.0,Mailed Check,Yes,$40.83 
2279.0,44.0,8.0,Yes,33.4,40.0,Salary,40352.0,8.0,Healthcare,Female,Single,3.0,15.0,Mailed Check,Yes,$33.40 
2280.0,56.0,17.0,No,86.49,40.0,Salary,179899.2,55.0,Sales,Female,Divorced,1.0,15.0,Mailed Check,Yes,$86.49 
2281.0,47.0,13.0,No,65.75,40.0,Salary,136760.0,42.0,Research,Female,Single,4.0,10.0,Mailed Check,Yes,$65.75 
2282.0,44.0,14.0,Yes,35.88,40.0,Salary,74630.4,52.0,Information Technology,Female,Single,9.0,7.0,Mailed Check,Yes,$35.88 
2283.0,47.0,15.0,No,38.1,40.0,Salary,79248.0,74.0,Research,Male,Single,4.0,6.0,Mailed Check,Yes,$38.10 
2284.0,44.0,9.0,Yes,47.04,40.0,Salary,97843.2,158.0,Healthcare,Male,Divorced,4.0,22.0,Mailed Check,Yes,$47.04 
2285.0,48.0,6.0,Yes,73.1,40.0,Salary,152048.0,43.0,Laboratory,Female,Single,8.0,23.0,Mailed Check,Yes,$73.10 
2286.0,47.0,8.0,Yes,58.31,40.0,Salary,121284.8,158.0,Sales,Female,Divorced,1.0,15.0,Mailed Check,Yes,$58.31 
2287.0,40.0,6.0,No,29.51,40.0,Salary,61380.8,50.0,Human Resources,Male,Married,9.0,10.0,Direct Deposit,Yes,$29.51 
2288.0,37.0,2.0,Yes,62.26,40.0,Salary,129500.8,28.0,Laboratory,Female,Divorced,1.0,21.0,Mailed Check,Yes,$62.26 
2289.0,56.0,10.0,Yes,49.47,40.0,Salary,102897.6,38.0,Sales,Female,Divorced,1.0,22.0,Direct Deposit,Yes,$49.47 
2290.0,60.0,13.0,No,40.74,40.0,Salary,84739.2,81.0,Human Resources,Female,Married,5.0,17.0,Mailed Check,Yes,$40.74 
2291.0,61.0,17.0,Yes,79.55,40.0,Salary,165464.0,-11.0,Sales,Female,Single,5.0,15.0,Direct Deposit,Yes,$79.55 
2292.0,36.0,2.0,No,82.29,40.0,Salary,171163.2,13.0,Healthcare,Female,Single,1.0,6.0,Mailed Check,Yes,$82.29 
2293.0,39.0,10.0,No,87.86,40.0,Salary,282748.8,41.0,Sales,Female,Married,5.0,23.0,Direct Deposit,Yes,$87.86 
2294.0,57.0,18.0,No,86.88,40.0,Salary,280710.4,78.0,Information Technology,Female,Divorced,3.0,6.0,Mailed Check,Yes,$86.88 
2295.0,49.0,10.0,No,66.3,40.0,Salary,137904.0,44.0,Laboratory,Female,Divorced,4.0,8.0,Mailed Check,Yes,$66.30 
2296.0,36.0,7.0,Yes,68.07,40.0,Salary,141585.6,81.0,Healthcare,Prefer Not To Answer,Divorced,6.0,15.0,Mailed Check,Yes,$68.07 
2297.0,43.0,3.0,No,52.8,40.0,Salary,109824.0,4.0,Manufacturing,Male,Single,4.0,7.0,Mailed Check,Yes,$52.80 
2298.0,25.0,3.0,Yes,22.49,40.0,Salary,46779.2,33.0,Research,Male,Married,3.0,7.0,Mailed Check,Yes,$22.49 
2299.0,34.0,6.0,Yes,24.64,40.0,Salary,51251.2,57.0,Research,Female,Single,6.0,17.0,Mailed Check,Yes,$24.64 
2300.0,44.0,14.0,Yes,54.51,40.0,Salary,113380.8,83.0,Sales,Female,Married,4.0,13.0,Mailed Check,Yes,$54.51 
2301.0,28.0,2.0,No,24.14,40.0,Salary,50211.2,27.0,Human Resources,Female,Divorced,3.0,15.0,Mailed Check,Yes,$24.14 
2302.0,45.0,20.0,Yes,97.65,40.0,Salary,203112.0,55.0,Research,Female,Divorced,2.0,19.0,Mailed Check,Yes,$97.65 
2303.0,39.0,9.0,Yes,92.05,40.0,Salary,289133.0,-11.0,Sales,Female,Single,4.0,11.0,Mailed Check,Yes,$92.05 
2304.0,28.0,6.0,Yes,23.77,40.0,Salary,49441.6,158.0,Human Resources,Female,Married,3.0,15.0,Mailed Check,Yes,$23.77 
2305.0,58.0,6.0,Yes,56.85,40.0,Salary,128248.0,158.0,Human Resources,Male,Married,8.0,15.0,Mailed Check,Yes,$56.85 
2306.0,33.0,4.0,No,30.94,40.0,Salary,64355.2,41.0,Manufacturing,Male,Divorced,1.0,8.0,Mailed Check,Yes,$30.94 
2307.0,40.0,4.0,No,29.15,40.0,Salary,60632.0,33.0,Healthcare,Male,Single,1.0,22.0,Mailed Check,Yes,$29.15 
2308.0,22.0,1.0,Yes,20.28,40.0,Salary,42282.4,1.0,Research,Female,Married,3.0,20.0,Mailed Check,Yes,$20.28 
2309.0,61.0,19.0,No,53.09,40.0,Salary,110427.2,60.0,Healthcare,Female,Single,3.0,11.0,Direct Deposit,Yes,$53.09 
2310.0,34.0,6.0,No,25.58,40.0,Salary,53206.4,22.0,Healthcare,Male,Married,6.0,19.0,Mailed Check,Yes,$25.58 
2311.0,21.0,1.0,Yes,20.4,40.0,Salary,42432.0,158.0,Manufacturing,Male,Single,3.0,17.0,Mailed Check,Yes,$20.40 
2312.0,24.0,1.0,No,22.14,40.0,Salary,46051.2,58.0,Manufacturing,Female,Married,1.0,20.0,Mailed Check,Yes,$22.14 
2313.0,35.0,10.0,No,24.46,40.0,Salary,50876.8,77.0,Manufacturing,Female,Single,4.0,6.0,Mailed Check,Yes,$24.46 
2314.0,23.0,1.0,Yes,20.93,40.0,Salary,43534.4,42.0,Sales,Female,Single,1.0,24.0,Direct Deposit,Yes,$20.93 
2315.0,40.0,6.0,No,42.43,40.0,Salary,88254.4,57.0,Research,Male,Single,9.0,14.0,Mailed Check,Yes,$42.43 
2316.0,23.0,1.0,Yes,20.98,40.0,Salary,43638.4,50.0,Sales,Male,Single,2.0,12.0,Mailed Check,Yes,$20.98 
2317.0,48.0,11.0,Yes,72.61,40.0,Salary,151028.8,-15.0,Marketing,Female,Single,4.0,9.0,Mailed Check,Yes,$72.61 
2318.0,41.0,7.0,Yes,32.26,40.0,Salary,67100.8,64.0,Manufacturing,Female,Married,3.0,10.0,Mailed Check,Yes,$32.26 
2319.0,39.0,4.0,Yes,64.56,40.0,Salary,134284.8,-2.0,Laboratory,Female,Married,6.0,23.0,Direct Deposit,Yes,$64.56 
2320.0,58.0,11.0,No,43.67,40.0,Salary,90833.6,75.0,Sales,Female,Married,8.0,9.0,Direct Deposit,Yes,$43.67 
2321.0,32.0,10.0,Yes,31.03,40.0,Salary,64542.4,-14.0,Research,Female,Divorced,2.0,12.0,Mailed Check,Yes,$31.03 
2322.0,40.0,10.0,Yes,33.29,40.0,Salary,69243.2,-10.0,Laboratory,Male,Single,3.0,15.0,Direct Deposit,Yes,$33.29 
2323.0,37.0,2.0,No,79.83,40.0,Salary,166046.4,158.0,Marketing,Female,Married,2.0,15.0,Mailed Check,Yes,$79.83 
2324.0,45.0,12.0,No,33.06,40.0,Salary,68764.8,54.0,Sales,Female,Single,7.0,15.0,Direct Deposit,Yes,$33.06 
2325.0,35.0,10.0,Yes,22.87,40.0,Salary,47569.6,-1.0,Laboratory,Male,Divorced,1.0,25.0,Mailed Check,Yes,$22.87 
2326.0,61.0,16.0,Yes,92.85,40.0,Salary,289133.0,44.0,Human Resources,Female,Married,3.0,19.0,Mailed Check,Yes,$92.85 
2327.0,39.0,2.0,Yes,96.95,40.0,Salary,201656.0,17.0,Sales,Female,Single,4.0,21.0,Direct Deposit,Yes,$96.95 
2328.0,50.0,11.0,Yes,95.33,40.0,Salary,289133.0,72.0,Marketing,Female,Single,2.0,18.0,Mailed Check,Yes,$95.33 
